,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
1750,Delhi,North Indian,100,50,3.7,107,32,30 
1751,Bangalore,Street Food,100,50,4.0,329,131,65 
1752,Bangalore,North Indian,100,50,2.9,13,10,30 
1753,Delhi,"Chinese, Tibetan, Thai",250,50,2.9,17,2,45 
1754,Noida,"Cafe, Fast Food, Desserts",100,50,3.2,7,2,30 
1755,Delhi,South Indian,200,50,4.1,416,225,30 
1756,Bangalore,"Cafe, Bakery, Italian",250,50,3.9,902,362,30 
1757,Noida,"Chinese, Rolls",250,50,-,-,-,30 
1758,Gurgaon,North Indian,250,50,3.6,91,71,65 
1759,Bangalore,"Mediterranean, Pizza, Italian, Beverages",600,50,4.4,467,262,65 
1760,Hyderabad,North Indian,200,50,3.2,11,3,30 
1761,Noida,"Chinese, Thai",450,50,3.4,20,6,45 
1762,Noida,"Pizza, Burger, Fast Food",200,50,3.8,39,29,30 
1763,Pune,"Chinese, North Indian, South Indian, Fast Food, Street Food",200,50,3.5,14,8,30 
1764,Mumbai,"Gujarati, Rajasthani, Maharashtrian",500,50,3.6,1057,626,45 
1765,Gurgaon,Chinese,200,50,3.7,47,25,30 
1766,Noida,Chinese,150,50,NEW,-,-,30 
1767,Noida,North Indian,100,50,NEW,-,-,30 
1768,Pune,Street Food,100,50,3.2,6,4,30 
1769,Bangalore,Street Food,100,50,3.9,36,18,30 
1770,Bangalore,South Indian,50,50,3.7,22,8,30 
1771,Bangalore,"North Indian, South Indian, Chinese, Beverages",150,50,3.9,390,44,45 
1772,Mumbai,"North Indian, Continental, Chinese, Italian",600,50,4.4,257,172,30 
1773,Noida,"Biryani, North Indian, South Indian, Fast Food",150,50,NEW,-,-,10 
1774,Delhi,"Beverages, Desserts",200,50,4.0,182,104,45 
1775,Bangalore,"Biryani, North Indian, Seafood, Chinese",200,50,-,-,-,30 
1776,Noida,Chinese,200,50,3.1,15,12,65 
1777,Noida,"Asian, Thai, Japanese, Chinese, Momos",600,50,4.2,1473,849,65 
1778,Delhi,"Beverages, Ice Cream, Desserts",100,50,3.7,72,29,30 
1779,Noida,"Biryani, Hyderabadi",150,50,3.4,49,19,30 
1780,Kolkata,"Bakery, Desserts, Sandwich",150,50,4.1,4606,2311,45 
1781,Delhi,"Fast Food, Beverages",200,50,4.0,143,112,30 
1782,Delhi,"North Indian, Biryani",150,50,3.1,6,1,30 
1783,Delhi,"Rolls, Beverages",100,50,NEW,-,-,45 
1784,Noida,North Indian,150,50,3.5,30,4,30 
1785,Bangalore,"Cafe, Tea",200,50,3.6,9,3,30 
1786,Delhi,Ice Cream,100,50,NEW,-,-,30 
1787,Mumbai,"Mughlai, North Indian, Chinese",450,200,3.8,2534,1336,65 
1788,Noida,"Portuguese, Wraps, Burger, Salad",500,50,4.1,835,593,45 
1789,Bangalore,"Kerala, South Indian",100,50,3.3,159,24,30 
1790,Bangalore,"Beverages, Desserts, Ice Cream",200,50,4.1,289,181,30 
1791,Gurgaon,"Fast Food, Momos, Rolls",100,50,-,-,-,30 
1792,Bangalore,"Chinese, Thai",250,50,3.7,80,60,30 
1793,Noida,North Indian,150,50,3.0,8,2,30 
1794,Noida,"Beverages, Desserts",250,50,2.8,23,17,30 
1795,Noida,"Juices, Fast Food",200,99,3.6,73,51,45 
1796,Mumbai,"Street Food, Beverages",100,50,3.9,4438,2576,45 
1797,Noida,"North Indian, Chinese, Mughlai, Momos",200,0,3.8,551,173,65 
1798,Delhi,"North Indian, Mughlai, Chinese, Kebab",600,50,4.3,906,569,45 
1799,Delhi,"Pizza, Fast Food",400,50,3.8,630,240,30 
1800,Kolkata,Fast Food,100,50,-,-,-,30 
1801,Kolkata,"Chinese, North Indian",150,50,NEW,-,-,30 
1802,Pune,"Healthy Food, Beverages",200,50,3.2,15,9,30 
1803,Noida,"North Indian, Chinese, South Indian",200,50,4.7,129,79,45 
1804,Mumbai,"North Indian, Chinese",350,50,3.9,109,64,65 
1805,Pune,"Continental, North Indian, Italian, Finger Food",600,50,4.1,486,244,30 
1806,Noida,"North Indian, Mughlai, Beverages",150,50,3.2,13,2,30 
1807,Mumbai,"Desserts, Beverages",200,50,4.2,148,104,30 
1808,Noida,"Rolls, North Indian",100,50,-,-,-,30 
1809,Delhi,"Cafe, North Indian, Italian",250,99,3.7,438,273,45 
1810,Delhi,Fast Food,150,50,3.9,58,44,30 
1811,Delhi,"North Indian, Rolls",200,50,NEW,-,-,30 
1812,Pune,"Pizza, Italian, Desserts, Beverages",250,50,4.1,198,69,30 
1813,Bangalore,Kerala,100,50,3.5,21,5,45 
1814,Pune,"North Indian, Chinese",200,50,-,-,-,30 
1815,Mumbai,Fast Food,150,50,3.5,108,46,45 
1816,Mumbai,"South Indian, North Indian, Fast Food, Chinese",250,50,2.7,12,8,30 
1817,Noida,"Chinese, Rolls",150,50,NEW,-,-,30 
1818,Pune,"North Indian, Chinese",150,50,-,-,-,30 
1819,Pune,"North Indian, Chinese, Seafood",350,50,3.7,40,20,30 
1820,Noida,Chinese,150,50,3.5,11,8,30 
1821,Delhi,North Indian,150,50,-,-,-,30 
1822,Pune,"Bakery, Desserts",150,50,2.9,15,10,30 
1823,Gurgaon,"North Indian, Mughlai",300,50,4.2,174,124,45 
1824,Bangalore,South Indian,50,50,-,-,-,30 
1825,Delhi,"North Indian, Kebab, Mughlai",500,99,3.9,842,405,65 
1826,Bangalore,"North Indian, Mughlai",150,50,2.8,-,-,30 
1827,Bangalore,North Indian,400,50,4.3,886,530,65 
1828,Gurgaon,"Frozen Yogurt, Fast Food, Desserts, Beverages",150,50,4.1,197,106,45 
1829,Pune,"Fast Food, Desserts, Beverages",150,50,4.1,3535,1631,30 
1830,Delhi,"North Indian, Mughlai, Chinese, Italian",150,50,3.9,73,39,45 
1831,Pune,Street Food,100,50,-,-,-,30 
1832,Pune,"Chinese, Fast Food",100,50,-,-,-,30 
1833,Bangalore,"Fast Food, Beverages",100,50,3.7,27,7,30 
1834,Mumbai,"Mughlai, Chinese",150,50,-,-,-,30 
1835,Gurgaon,"Burger, Fast Food",150,50,3.2,9,3,30 
1836,Noida,"North Indian, Chinese",400,50,3.7,34,27,30 
1837,Noida,"Biryani, Mughlai, Kebab, Rolls, Roast Chicken",200,50,NEW,-,-,30 
1838,Bangalore,South Indian,150,50,4.2,536,459,45 
1839,Mumbai,"Paan, Fast Food",100,50,3.1,4,2,30 
1840,Pune,"Cafe, Fast Food",200,50,3.3,20,9,30 
1841,Bangalore,"Fast Food, Sandwich",150,50,3.4,14,3,30 
1842,Pune,"Fast Food, Desserts",100,50,-,-,-,30 
1843,Mumbai,"Italian, Pizza, Salad",500,50,3.8,689,304,65 
1844,Hyderabad,South Indian,50,50,4.1,141,19,30 
1845,Gurgaon,"Continental, Italian, Fast Food",400,50,4.1,242,157,30 
1846,Bangalore,"Biryani, North Indian",100,99,3.1,20,6,45 
1847,Hyderabad,"Pizza, Fast Food, Beverages",200,50,4.0,143,33,30 
1848,Pune,"North Indian, Continental, Italian",250,50,-,-,-,30 
1849,Pune,"North Indian, South Indian, Chinese",200,50,3.6,33,23,30 
1850,Delhi,"North Indian, Biryani, Chinese",150,50,3.1,7,7,30 
1851,Noida,"North Indian, Chinese, Rolls",200,50,3.8,277,101,45 
1852,Bangalore,"Ice Cream, Beverages, Desserts",150,50,3.0,18,5,30 
1853,Noida,"Fast Food, Beverages",250,50,NEW,-,-,30 
1854,Delhi,"Mithai, Street Food, Bakery",150,50,3.3,10,3,65 
1855,Bangalore,"North Indian, Chinese, Fast Food",300,50,3.8,65,39,30 
1856,Pune,"South Indian, North Indian",200,50,3.5,48,16,30 
1857,Mumbai,"Bakery, Desserts, Fast Food",250,0,4.0,421,189,45 
1858,Bangalore,"Fast Food, Ice Cream, Beverages",200,50,3.8,39,19,30 
1859,Noida,Biryani,150,50,2.8,8,3,30 
1860,Bangalore,South Indian,100,50,3.9,49,22,30 
1861,Bangalore,"North Indian, Kebab",150,50,3.1,14,11,30 
1862,Gurgaon,Fast Food,200,50,-,-,-,30 
1863,Pune,"Chinese, Mughlai, North Indian",200,50,3.3,17,5,30 
1864,Pune,"Maharashtrian, Street Food",100,50,3.0,9,3,30 
1865,Delhi,"Rolls, North Indian",200,50,-,-,-,30 
1866,Pune,Parsi,200,50,2.9,9,7,30 
1867,Delhi,"North Indian, South Indian, Street Food, Chinese",350,50,3.8,1857,1306,45 
1868,Bangalore,"Fast Food, Desserts, Beverages",200,50,NEW,-,-,30 
1869,Mumbai,"Paan, Fast Food",100,50,3.1,4,2,30 
1870,Bangalore,"Biryani, Chinese",150,50,3.7,35,12,30 
1871,Kolkata,"North Indian, Chinese",200,50,3.8,133,99,30 
1872,Delhi,"Biryani, North Indian",250,50,-,-,-,30 
1873,Noida,Chinese,100,50,3.5,52,20,30 
1874,Noida,"North Indian, Mughlai, Chinese",200,50,-,-,-,30 
1875,Pune,North Indian,200,50,3.6,104,40,30 
1876,Noida,"North Indian, Chinese",250,50,3.8,182,84,45 
1877,Mumbai,"Beverages, Fast Food",200,50,3.6,33,13,45 
1878,Mumbai,Fast Food,150,50,3.4,31,9,45 
1879,Noida,"North Indian, Mughlai",350,99,4.1,73,59,30 
1880,Delhi,"Bakery, Desserts",200,50,3.5,51,30,30 
1881,Delhi,Chinese,250,50,3.8,-,-,30 
1882,Delhi,"Healthy Food, Sandwich, Salad, Burger",100,50,3.3,14,5,30 
1883,Delhi,"Chinese, Thai, Asian",650,50,3.6,94,38,45 
1884,Bangalore,"Fast Food, Beverages",100,50,3.9,17,11,30 
1885,Bangalore,"Biryani, North Indian, Chinese, Rajasthani",250,99,3.8,390,207,45 
1886,Noida,Chinese,200,50,3.2,-,-,30 
1887,Noida,North Indian,100,50,3.7,133,27,65 
1888,Pune,Fast Food,100,50,-,-,-,30 
1889,Mumbai,"Afghan, BBQ, Biryani, Seafood",200,50,3.5,26,15,30 
1890,Noida,Healthy Food,150,50,NEW,-,-,30 
1891,Pune,"Biryani, North Indian",200,99,2.7,30,2,65 
1892,Noida,North Indian,150,50,3.5,27,5,30 
1893,Delhi,Fast Food,100,50,3.8,48,29,30 
1894,Noida,Bengali,100,50,3.0,15,10,30 
1895,Kolkata,"Chinese, Bengali, Bangladeshi, Rolls",100,50,3.3,16,4,30 
1896,Noida,"Bakery, Cafe",300,50,4.2,657,383,45 
1897,Noida,"Pizza, Fast Food, Beverages",200,50,3.4,9,9,30 
1898,Delhi,"Pizza, Fast Food",150,50,3.3,12,2,30 
1899,Delhi,Fast Food,100,50,3.6,90,31,30 
1900,Noida,"North Indian, Chinese, Mughlai",200,99,3.0,10,4,45 
1901,Pune,Chinese,200,50,3.4,31,6,30 
1902,Delhi,"North Indian, Biryani",200,50,-,-,-,30 
1903,Mumbai,"South Indian, North Indian, Chinese, Street Food",200,50,3.3,15,6,30 
1904,Bangalore,"Arabian, Biryani, Burger, Sandwich, Desserts",300,50,4.0,100,46,30 
1905,Noida,North Indian,200,50,3.9,51,39,45 
1906,Noida,"North Indian, Chinese, Rolls",150,50,3.8,269,46,45 
1907,Gurgaon,South Indian,200,99,3.8,362,108,45 
1908,Pune,"Cafe, Salad, Biryani, Chinese, Continental, Italian, Desserts, Pizza",250,99,4.0,498,272,45 
1909,Pune,"Ice Cream, Desserts, Fast Food",200,50,2.8,35,14,30 
1910,Pune,Fast Food,100,50,3.7,22,6,30 
1911,Pune,"North Indian, Chinese, Mughlai",250,50,3.1,8,3,30 
1912,Hyderabad,Fast Food,200,50,2.9,57,24,30 
1913,Delhi,"Chinese, Thai, Continental",200,50,-,-,-,30 
1914,Mumbai,Fast Food,100,50,2.8,12,6,30 
1915,Kolkata,"Beverages, Fast Food",200,50,3.2,22,11,30 
1916,Delhi,"Fast Food, Burger",100,50,3.7,33,12,30 
1917,Kolkata,"North Indian, Chinese",200,50,3.8,133,99,30 
1918,Bangalore,"Desserts, Fast Food",150,50,3.6,20,6,30 
1919,Bangalore,Biryani,150,50,-,-,-,30 
1920,Bangalore,Chinese,200,50,-,-,-,30 
1921,Delhi,North Indian,100,50,3.2,6,1,30 
1922,Noida,North Indian,200,50,-,-,-,30 
1923,Noida,"Chinese, North Indian, Mughlai",200,50,3.3,11,7,30 
1924,Delhi,North Indian,100,50,-,-,-,30 
1925,Mumbai,"Bakery, Desserts",250,50,3.8,214,110,30 
1926,Mumbai,"Pizza, Mexican, Italian",300,50,3.8,241,148,65 
1927,Hyderabad,"North Indian, Chinese, South Indian, Desserts",300,50,3.4,31,12,45 
1928,Noida,"Fast Food, Chinese",150,50,3.7,66,20,30 
1929,Pune,"Fast Food, Coffee",100,50,3.3,9,5,30 
1930,Noida,"North Indian, Chinese",250,50,4.2,347,246,45 
1931,Mumbai,Fast Food,50,50,-,-,-,30 
1932,Bangalore,Continental,300,50,-,-,-,30 
1933,Pune,South Indian,100,50,3.1,4,-,30 
1934,Pune,"Cafe, Coffee, Tea, Desserts",300,50,4.3,295,103,30 
1935,Noida,Bakery,100,50,3.4,14,12,30 
1936,Noida,Chinese,200,50,-,-,-,30 
1937,Bangalore,"Beverages, Fast Food",200,50,3.9,113,37,65 
1938,Kolkata,Fast Food,100,50,3.2,7,3,30 
1939,Hyderabad,South Indian,100,50,3.7,27,9,30 
1940,Delhi,Chinese,200,50,3.1,5,-,30 
1941,Delhi,North Indian,150,50,3.3,18,5,30 
1942,Noida,North Indian,50,50,4.0,305,85,45 
1943,Noida,"North Indian, Chinese, Healthy Food",200,50,3.4,45,11,30 
1944,Mumbai,Sandwich,100,50,3.2,7,2,30 
1945,Pune,"North Indian, Chinese, Maharashtrian, Continental",400,50,3.3,12,4,45 
1946,Delhi,"Chinese, Thai",300,50,4.0,559,228,65 
1947,Kolkata,Bakery,150,99,2.8,177,81,120 
1948,Mumbai,"Desserts, Juices",150,50,3.9,281,127,30 
1949,Noida,North Indian,300,50,4.7,81,74,45 
1950,Bangalore,"Healthy Food, Salad, Continental, Desserts, Beverages",300,50,4.1,335,76,45 
1951,Noida,"North Indian, Chinese, Rolls",200,50,3.8,242,53,45 
1952,Delhi,"Asian, Thai, Malaysian, Chinese, Japanese",350,99,4.4,453,246,65 
1953,Gurgaon,"North Indian, Chinese, Beverages",200,50,3.4,15,6,45 
1954,Bangalore,"Mughlai, North Indian, Chinese",150,50,NEW,-,-,30 
1955,Gurgaon,Cafe,300,99,3.8,75,43,45 
1956,Noida,"Fast Food, Beverages",250,50,3.3,14,5,30 
1957,Pune,Fast Food,100,50,NEW,-,-,30 
1958,Mumbai,"North Indian, Street Food, South Indian, Fast Food, Chinese",200,50,3.9,322,131,45 
1959,Pune,"North Indian, Mughlai, Italian, Chinese",500,50,3.9,271,143,65 
1960,Pune,"Fast Food, North Indian",100,50,3.1,4,2,30 
1961,Delhi,"North Indian, Chinese",200,50,4.4,113,74,65 
1962,Noida,"Biryani, Kebab",150,50,3.4,20,4,30 
1963,Gurgaon,"Bakery, Fast Food",200,50,3.4,20,10,30 
1964,Bangalore,"Biryani, Andhra, North Indian, Chinese",350,50,3.8,446,232,45 
1965,Bangalore,North Indian,200,50,-,-,-,65 
1966,Noida,"North Indian, Chinese, Mughlai",200,50,3.2,8,2,30 
1967,Pune,"North Indian, Mughlai, Biryani",550,50,4.6,473,294,30 
1968,Pune,"Fast Food, Chinese, South Indian",150,50,2.5,12,9,30 
1969,Mumbai,"Cafe, Beverages",200,50,-,-,-,30 
1970,Bangalore,"Burger, Fast Food, Continental",300,50,4.3,367,179,45 
1971,Pune,"Chinese, North Indian",150,50,3.3,55,23,30 
1972,Mumbai,"North Indian, Chinese, Italian, Finger Food, American",800,99,4.4,1102,766,30 
1973,Delhi,North Indian,200,50,3.5,40,8,45 
1974,Mumbai,"North Indian, Chinese, Fast Food",200,50,3.3,16,1,30 
1975,Kolkata,"Coffee, Cafe, Fast Food, Desserts, Beverages",250,50,3.5,15,11,30 
1976,Bangalore,South Indian,100,50,3.6,8,1,30 
1977,Delhi,North Indian,200,50,3.0,7,1,30 
1978,Gurgaon,"North Indian, Fast Food",50,50,-,-,-,30 
1979,Mumbai,"Fast Food, South Indian",200,50,3.1,8,2,30 
1980,Pune,"North Indian, South Indian",150,50,3.3,16,3,30 
1981,Bangalore,Beverages,100,50,3.7,31,12,45 
1982,Bangalore,"North Indian, Chinese",200,50,3.7,32,21,30 
1983,Bangalore,"Fast Food, Beverages",150,50,3.6,24,10,30 
1984,Noida,Italian,150,50,3.9,121,94,65 
1985,Noida,"Cafe, Fast Food, Beverages, Desserts, Tea",200,50,4.3,356,230,30 
1986,Noida,"North Indian, Chinese",250,99,3.6,182,65,65 
1987,Bangalore,Desserts,200,50,4.5,247,178,30 
1988,Bangalore,South Indian,100,50,3.1,39,18,45 
1989,Delhi,"Cafe, Beverages, Sandwich, Fast Food, Desserts",250,50,3.6,57,35,45 
1990,Delhi,"Fast Food, Chinese, Italian, Seafood, Beverages",200,50,NEW,-,-,30 
1991,Bangalore,"North Indian, Chinese",300,50,2.9,60,26,45 
1992,Hyderabad,"Biryani, Andhra, South Indian, Chinese",150,99,3.7,248,47,45 
1993,Pune,"Chinese, Asian",500,50,4.2,384,214,45 
1994,Noida,"North Indian, Chinese",200,99,3.8,32,20,30 
1995,Noida,"Healthy Food, Continental, Fast Food",200,50,3.7,14,5,30 
1996,Pune,Fast Food,150,50,3.5,63,23,45 
1997,Bangalore,"North Indian, Chinese",150,50,3.6,25,7,30 
1998,Hyderabad,"South Indian, Chinese",100,0,NEW,-,-,30 
1999,Noida,"Fast Food, Beverages",150,50,3.9,241,124,45 
2000,Hyderabad,"Bakery, Desserts, Ice Cream",150,50,3.9,58,30,45 
2001,Mumbai,"Bakery, Desserts",100,50,3.9,41,28,30 
2002,Delhi,"Street Food, Maharashtrian",100,50,-,-,-,30 
2003,Noida,"North Indian, Chinese",100,50,NEW,-,-,30 
2004,Delhi,"North Indian, Fast Food, Chinese",150,50,3.1,61,11,45 
2005,Mumbai,"Fast Food, Mughlai",150,50,-,-,-,30 
2006,Delhi,"North Indian, Continental, Chinese, Juices",100,50,3.4,25,20,30 
2007,Bangalore,Fast Food,150,50,-,-,-,30 
2008,Hyderabad,"North Indian, Chinese, South Indian",250,50,4.3,112,33,30 
2009,Gurgaon,"Tibetan, Momos",100,50,NEW,-,-,30 
2010,Noida,"Chinese, North Indian, Mughlai",800,50,2.6,175,78,30 
2011,Delhi,"North Indian, South Indian, Chinese, Fast Food",250,50,3.3,29,6,45 
2012,Mumbai,"Beverages, Fast Food",150,50,3.7,22,16,30 
2013,Noida,Bengali,200,50,3.3,16,6,30 
2014,Delhi,"North Indian, Pizza, Burger, Continental",400,0,-,-,-,30 
2015,Gurgaon,"Awadhi, Bihari",400,99,4.1,118,91,30 
2016,Bangalore,"Fast Food, Beverages",100,50,NEW,-,-,30 
2017,Mumbai,"Kebab, Fast Food",100,50,-,-,-,30 
2018,Bangalore,"Desserts, Beverages",150,50,4.1,271,172,45 
2019,Bangalore,"Kerala, South Indian, Chinese",200,50,4.1,568,133,45 
2020,Noida,North Indian,100,99,3.7,79,18,45 
2021,Delhi,"Ice Cream, Beverages",100,50,NEW,-,-,30 
2022,Kolkata,"Mishti, Fast Food, South Indian, Street Food, Desserts",200,50,3.6,113,74,30 
2023,Bangalore,"North Indian, Chinese, Fast Food",150,50,3.3,49,6,30 
2024,Mumbai,"Chinese, Fast Food, Mughlai",300,50,3.7,128,30,45 
2025,Delhi,Bakery,100,50,2.8,9,3,30 
2026,Noida,"Continental, Desserts, Beverages, Sandwich, Fast Food",200,50,3.4,7,6,30 
2027,Mumbai,"North Indian, Chinese, Seafood",200,50,3.3,11,4,30 
2028,Delhi,"Fast Food, North Indian",100,50,3.6,26,13,30 
2029,Pune,"Fast Food, North Indian, Chinese",150,50,3.7,46,12,45 
2030,Bangalore,"North Indian, Chinese, Biryani",250,50,4.0,354,151,45 
2031,Pune,"Fast Food, Burger",200,0,3.2,19,9,30 
2032,Gurgaon,"Healthy Food, Salad",200,50,3.2,23,11,65 
2033,Bangalore,"North Indian, Tea",150,50,3.8,25,13,30 
2034,Gurgaon,Fast Food,150,50,NEW,-,-,30 
2035,Bangalore,"North Indian, Biryani, Seafood",150,50,NEW,-,-,30 
2036,Delhi,Fast Food,150,50,3.9,165,41,30 
2037,Noida,North Indian,150,50,2.6,133,10,45 
2038,Delhi,North Indian,150,50,3.4,50,12,30 
2039,Mumbai,"Rolls, North Indian",100,50,3.1,15,1,30 
2040,Bangalore,"South Indian, North Indian",100,50,3.8,150,30,30 
2041,Mumbai,"Malwani, Seafood",150,50,NEW,-,-,30 
2042,Pune,Fast Food,150,50,3.1,6,-,30 
2043,Delhi,"Rolls, Fast Food",100,50,NEW,-,-,30 
2044,Gurgaon,North Indian,150,50,3.2,9,1,30 
2045,Pune,"North Indian, Chinese",250,50,3.4,30,15,45 
2046,Noida,Mithai,100,50,3.1,6,1,30 
2047,Mumbai,"Desserts, Beverages",150,50,3.6,135,65,45 
2048,Mumbai,"Pizza, Sandwich, Fast Food, Beverages",100,50,3.6,46,41,30 
2049,Pune,"North Indian, South Indian, Chinese",250,50,3.4,26,8,30 
2050,Bangalore,"Chinese, North Indian, Rolls, Biryani",200,50,4.1,791,186,30 
2051,Pune,"Desserts, Ice Cream",100,50,3.4,20,7,30 
2052,Delhi,"North Indian, Kebab",300,50,4.0,809,214,30 
2053,Bangalore,"North Indian, South Indian, Chinese, Fast Food",300,50,3.8,94,34,30 
2054,Hyderabad,North Indian,100,50,-,-,-,30 
2055,Delhi,"Pizza, Fast Food",200,50,-,-,-,30 
2056,Pune,"Juices, Beverages",100,50,3.9,64,27,30 
2057,Bangalore,"South Indian, Chinese",100,50,4.0,373,96,45 
2058,Noida,"Burger, American, Fast Food",400,50,3.9,122,85,30 
2059,Bangalore,"Italian, Mexican",200,50,3.9,65,44,65 
2060,Delhi,"Raw Meats, Fast Food, North Indian",100,50,3.5,37,11,30 
2061,Kolkata,"Mishti, Fast Food, South Indian",100,50,4.1,1556,472,65 
2062,Noida,"Salad, Chinese, North Indian, Continental",600,99,3.8,491,238,45 
2063,Delhi,"North Indian, Street Food",100,50,3.6,91,23,30 
2064,Noida,"North Indian, Mughlai",250,99,3.2,104,47,45 
2065,Bangalore,"North Indian, Chinese, South Indian, Mughlai, Biryani, Seafood",350,50,4.0,121,54,30 
2066,Noida,"Fast Food, Sandwich, Beverages, Italian",200,50,3.8,85,56,30 
2067,Pune,"Fast Food, South Indian",150,50,-,-,-,30 
2068,Pune,"Desserts, Beverages",150,50,4.1,295,135,45 
2069,Noida,Bakery,150,50,NEW,-,-,30 
2070,Mumbai,Desserts,100,50,-,-,-,30 
2071,Noida,North Indian,200,50,3.3,44,18,45 
2072,Bangalore,"Continental, North Indian, Pizza, Italian",500,50,4.4,2437,1370,45 
2073,Delhi,"Tibetan, Chinese, Italian",250,50,4.1,886,563,45 
2074,Pune,"North Indian, Mughlai, Kebab, Chinese, Desserts",300,50,3.5,107,56,45 
2075,Noida,"North Indian, Mughlai",150,50,2.5,18,2,30 
2076,Delhi,"Chinese, Mughlai, North Indian",350,50,4.0,148,72,30 
2077,Mumbai,Chinese,200,50,NEW,-,-,30 
2078,Kolkata,"Healthy Food, Fast Food, Juices",150,50,3.0,4,1,30 
2079,Mumbai,Fast Food,150,50,3.8,35,12,30 
2080,Mumbai,"North Indian, Chinese, South Indian",200,99,3.8,219,97,45 
2081,Pune,"Desserts, Beverages",150,50,3.9,98,62,45 
2082,Pune,"Cafe, Ice Cream",250,50,3.0,6,2,30 
2083,Delhi,"Bakery, Desserts",150,50,4.0,173,104,45 
2084,Delhi,Pizza,250,50,3.2,8,6,45 
2085,Noida,"North Indian, Chinese, Rolls",200,50,3.6,50,20,30 
2086,Pune,"Malaysian, Thai, Vietnamese, Japanese, Korean, Asian, Salad",750,99,4.5,4814,2224,65 
2087,Pune,"Cafe, Beverages, Sandwich, Fast Food",250,50,3.4,47,24,30 
2088,Noida,Pizza,200,50,3.2,9,2,30 
2089,Pune,"Cafe, Healthy Food, Desserts",200,50,3.9,509,296,45 
2090,Mumbai,"Bakery, Desserts",200,50,3.6,28,16,45 
2091,Pune,"Chinese, North Indian, South Indian",250,50,3.9,140,83,30 
2092,Bangalore,Beverages,100,50,3.1,5,1,30 
2093,Delhi,North Indian,300,50,3.4,94,32,45 
2094,Bangalore,"North Indian, Chinese",150,50,3.6,22,4,65 
2095,Pune,"Chinese, Thai, Asian, Biryani, Italian, Cafe",500,50,4.2,200,123,30 
2096,Pune,"Fast Food, Burger, Beverages",250,50,3.9,242,108,65 
2097,Pune,"Sandwich, Fast Food",100,50,4.1,479,235,30 
2098,Mumbai,Ice Cream,100,50,4.0,84,40,30 
2099,Delhi,"North Indian, Chinese, South Indian",200,99,-,-,-,45 
2100,Bangalore,"Street Food, Fast Food",100,50,NEW,-,-,30 
2101,Pune,"North Indian, Chinese, Continental",600,50,3.9,152,78,30 
2102,Delhi,"Burger, Pizza, Fast Food",200,50,3.5,126,22,30 
2103,Delhi,Fast Food,150,50,3.4,15,8,30 
2104,Mumbai,Beverages,200,50,3.7,40,15,45 
2105,Pune,"Chinese, Continental, Seafood",400,50,3.9,755,444,30 
2106,Noida,"Pizza, Beverages",200,50,3.7,324,76,45 
2107,Mumbai,Fast Food,100,50,NEW,-,-,30 
2108,Pune,"Biryani, North Indian",100,50,NEW,-,-,30 
2109,Pune,"Desserts, Ice Cream",150,50,3.6,60,30,30 
2110,Mumbai,North Indian,150,50,4.0,1975,1138,45 
2111,Bangalore,"Fast Food, Beverages",200,50,3.4,19,12,30 
2112,Kolkata,"Rolls, North Indian, Biryani, Chinese",100,50,NEW,-,-,30 
2113,Bangalore,"Chinese, Italian, North Indian",100,50,-,-,-,30 
2114,Delhi,"Chinese, Fast Food",100,50,2.9,30,6,45 
2115,Hyderabad,"Mithai, Bakery, Fast Food",150,50,3.6,56,9,30 
2116,Pune,"Bakery, Desserts",150,50,-,-,-,30 
2117,Gurgaon,North Indian,200,50,2.8,4,-,30 
2118,Pune,Street Food,100,50,-,-,-,30 
2119,Delhi,"North Indian, Fast Food, Mithai",200,50,3.4,275,88,45 
2120,Bangalore,Chinese,100,50,3.6,48,32,30 
2121,Bangalore,South Indian,100,50,-,-,-,30 
2122,Noida,"North Indian, Bihari",200,50,3.4,51,24,30 
2123,Mumbai,"Chinese, North Indian",150,50,3.9,255,47,45 
